image_ID,David Barnes,comment,"comment, Julian",Alix?,Julian,comment Julian,Alix
PS14_307_0001__PS14_307_0253_crop104,,Primnoidae,,,,,
PS18_160_0001__PS18_160-2_035_crop044,,Primnoidae,,,,,
PS18_160_0001__PS18_160-2_035_crop078,,Primnoidae,,,,,
PS18_160_0001__PS18_160-2_035_crop089,,Primnoidae,,,,,
PS18_160_0004__PS18_160-2_012_crop020,,Primnoidae,,,,,
PS18_171_0005__PS18_171-1_006_crop040,,Primnoidae,,,,,
PS18_174_0004__PS18_174-1_013_crop069,,Primnoidae,,,,,
PS18_174_0005__PS18_174-1_049_crop056,,Primnoidae,,,,,
PS18_174_0005__PS18_174-1_049_crop057,,Primnoidae,,,,,
PS18_174_0005__PS18_174-1_049_crop077,,Hydrozoa?,,,,,
PS18_179_0001__PS18_179-1_042_crop095,,Primnoidae,,,,,
PS18_179_0004__PS18_179-1_014_crop062,,Primnoidae,,,,,
PS18_180_0002__PS18_180-2_024_crop081,,Primnoidae,,,,,
PS18_211_0005__PS18_211-1_050_crop031,,Primnoidae,,,,,
PS18_220_0004__PS18_220-1_042_crop076,,Primnoidae,,,,,
PS18_222_0003__PS18_222-1_018_crop081,,Primnoidae,,,,,
PS18_222_0004__PS18_222-1_003_crop006,,Primnoidae,,,,,
PS18_222_0004__PS18_222-1_003_crop028,,Primnoidae,,,,,
PS18_222_0004__PS18_222-1_003_crop039,,Primnoidae,,,,,
PS81_116_0020__PS81_116-3_2013-01-26T15_25_42_5331_crop072,,Primnoidae,,,,,
PS81_116_0064__PS81_116-3_2013-01-26T13_09_49_5047_crop029,,Uncertain,,,,,
PS81_118_0018__PS81_118-3_2013-01-27T11_55_23_5819_crop044,,Primnoidae,,,,,
PS81_118_0026__PS81_118-3_2013-01-27T11_53_53_5815_crop034,,Primnoidae,,,,,
PS81_118_0028__PS81_118-3_2013-01-27T10_04_17_5577_crop099,,Primnoidae,,,,,
PS81_118_0032__PS81_118-3_2013-01-27T12_09_56_5851_crop089,,Primnoidae,,,,,
PS81_118_0041__PS81_118-3_2013-01-27T12_14_28_5861_crop029,,Primnoidae,,,,,
PS81_161_0004__PS81_161-1_2013-02-10T01_48_01_7331_crop052,,Primnoidae,,,,,
PS81_161_0028__PS81_161-1_2013-02-10T00_43_10_7191_crop046,,Uncertain,,,,,
PS81_164_0005__PS81_164-2_2013-02-11T14_29_54_8209_crop031,,Primnoidae,,,,,
PS81_164_0007__PS81_164-2_2013-02-11T15_03_36_8277_crop080,,Primnoidae,,,,,
PS81_164_0008__PS81_164-2_2013-02-11T15_31_14_8344_crop108,,Primnoidae,,,,,
PS81_164_0014__PS81_164-2_2013-02-11T12_03_36_7865_crop041,,Primnoidae,,,,,
PS81_164_0019__PS81_164-2_2013-02-11T15_45_21_8376_crop080,,Primnoidae,,,,,
PS81_164_0033__PS81_164-2_2013-02-11T12_59_24_8003_crop054,,Primnoidae,,,,,
PS81_164_0042__PS81_164-2_2013-02-11T15_02_06_8274_crop026,,Primnoidae,,,,,
PS81_185_0016__PS81_185-1_2013-02-19T08_46_36_8734_crop054,,Primnoidae,,,,,
PS81_186_0010__PS81_186-1_2013-02-19T17_27_01_9139_crop076,,Primnoidae,,,,,
PS81_186_0026__PS81_186-1_2013-02-19T17_32_26_9156_crop003,,Primnoidae,,,,,
PS81_186_0038__PS81_186-1_2013-02-19T17_33_08_9159_crop078,,Primnoisis sp.?,,,,,
PS81_192_0013__PS81_192-1_2013-02-22T22_24_28_0849_crop102,,Primnoidae,,,,,
PS81_192_0019__PS81_192-1_2013-02-22T21_16_51_0673_crop106,,Primnoidae,,,,,
PS81_194_0006__PS81_194-1_2013-02-23T19_03_59_1024_crop042,,Primnoisis sp.?,,,,,
PS81_194_0034__PS81_194-1_2013-02-23T18_26_38_0936_crop015,,Primnoidae,,,,,
PS81_194_0034__PS81_194-1_2013-02-23T18_26_38_0936_crop032,,Primnoidae,,,,,
PS81_196_0001__PS81_196-2_2013-02-24T13_15_42_2022_crop076,,Primnoidae,,,,,
PS81_196_0006__PS81_196-2_2013-02-24T09_58_44_1569_crop038,,Primnoidae,,,,,
PS81_196_0016__PS81_196-2_2013-02-24T11_15_53_1739_crop076,,Primnoidae,,,,,
PS81_196_0023__PS81_196-2_2013-02-24T12_06_45_1853_crop095,,Primnoidae,,,,,
PS81_197_0007__PS81_197-3_2013-02-25T10_59_21_2369_crop059,,Primnoidae,,,,,
PS81_197_0009__PS81_197-3_2013-02-25T12_03_12_2503_crop099,,Primnoidae,,,,,
PS81_197_0010__PS81_197-3_2013-02-25T08_43_51_2083_crop099,,Primnoidae,,,,,
PS81_197_0010__PS81_197-3_2013-02-25T08_43_51_2083_crop107,,Primnoidae,,,,,
PS81_197_0011__PS81_197-3_2013-02-25T10_46_13_2342_crop011,,Primnoidae,,,,,
PS81_197_0011__PS81_197-3_2013-02-25T10_46_13_2342_crop057,,Primnoidae,,,,,
PS81_197_0015__PS81_197-3_2013-02-25T11_11_55_2395_crop093,,Uncertain,,,,,
PS81_197_0016__PS81_197-3_2013-02-25T10_16_53_2279_crop006,,Primnoidae,,,,,
PS81_197_0021__PS81_197-3_2013-02-25T09_09_46_2136_crop078,,Primnoidae,,,,,
PS81_197_0023__PS81_197-3_2013-02-25T10_09_18_2264_crop058,,Primnoidae,,,,,
PS81_197_0023__PS81_197-3_2013-02-25T10_09_18_2264_crop060,,Primnoidae,,,,,
PS81_197_0023__PS81_197-3_2013-02-25T10_09_18_2264_crop100,,Primnoidae,,,,,
PS81_197_0024__PS81_197-3_2013-02-25T12_09_19_2515_crop026,,Primnoidae,,,,,
PS81_197_0028__PS81_197-3_2013-02-25T11_54_07_2484_crop068,,Primnoidae,,,,,
PS81_197_0032__PS81_197-3_2013-02-25T12_19_26_2538_crop009,,Primnoidae,,,,,
PS81_197_0032__PS81_197-3_2013-02-25T12_19_26_2538_crop051,,Primnoidae,,,,,
PS81_198_0024__PS81_198-2_2013-02-26T09_27_08_2762_crop072,,Primnoidae,,,,,
PS81_198_0025__PS81_198-2_2013-02-26T11_29_27_3006_crop010,,Primnoidae,,,,,
PS81_199_0006__PS81_199-1_2013-02-26T16_39_16_3137_crop020,,Primnoidae,,,,,
PS81_199_0006__PS81_199-1_2013-02-26T16_39_16_3137_crop076,,Primnoidae,,,,,
PS81_199_0015__PS81_199-1_2013-02-26T18_29_49_3374_crop093,,Primnoidae,,,,,
PS81_199_0016__PS81_199-1_2013-02-26T17_34_47_3259_crop087,,Primnoidae,,,,,
PS81_199_0019__PS81_199-1_2013-02-26T17_50_55_3293_crop025,,Primnoidae,,,,,
PS81_199_0026__PS81_199-1_2013-02-26T16_33_43_3127_crop047,,Primnoidae,,,,,
PS81_199_0027__PS81_199-1_2013-02-26T18_13_47_3341_crop014,,Primnoidae,,,,,
PS81_199_0027__PS81_199-1_2013-02-26T18_13_47_3341_crop096,,Primnoidae,,,,,
PS81_199_0029__PS81_199-1_2013-02-26T19_13_51_3470_crop056,,Primnoidae,,,,,
PS81_199_0029__PS81_199-1_2013-02-26T19_13_51_3470_crop063,,Primnoidae,,,,,
PS81_199_0038__PS81_199-1_2013-02-26T16_34_31_3128_crop059,,Primnoidae,,,,,
PS81_199_0041__PS81_199-1_2013-02-26T19_14_20_3472_crop006,,Primnoidae,,,,,
PS81_199_0041__PS81_199-1_2013-02-26T19_14_20_3472_crop007,,Primnoidae,,,,,
PS81_200_0005__PS81_200-1_2013-02-27T10_49_40_3691_crop051,,Primnoidae,,,,,
PS81_215_0005__PS81_215-2_2013-03-01T23_50_58_4643_crop064,,Primnoidae,,,,,
PS81_215_0005__PS81_215-2_2013-03-01T23_50_58_4643_crop086,,Primnoidae,,,,,
PS81_215_0007__PS81_215-2_2013-03-01T23_23_37_4591_crop065,,Primnoidae,,,,,
PS81_215_0007__PS81_215-2_2013-03-01T23_23_37_4591_crop076,,Primnoidae,,,,,
PS81_215_0007__PS81_215-2_2013-03-01T23_23_37_4591_crop078,,Primnoidae,,,,,
PS81_215_0008__PS81_215-2_2013-03-01T22_15_35_4450_crop094,,Primnoidae,,,,,
PS81_215_0012__PS81_215-2_2013-03-01T22_04_28_4427_crop021,,Primnoidae,,,,,
PS81_215_0012__PS81_215-2_2013-03-01T22_04_28_4427_crop029,,Primnoidae,,,,,
PS81_215_0012__PS81_215-2_2013-03-01T22_04_28_4427_crop031,,Primnoidae,,,,,
PS81_215_0015__PS81_215-2_2013-03-01T23_39_03_4618_crop091,,Primnoidae,,,,,
PS81_215_0016__PS81_215-2_2013-03-01T22_35_02_4489_crop006,,Primnoidae,,,,,
PS81_215_0017__PS81_215-2_2013-03-02T00_34_39_4723_crop106,,Primnoidae,,,,,
PS81_215_0024__PS81_215-2_2013-03-01T22_22_41_4462_crop072,,Primnoidae,,,,,
PS81_215_0028__PS81_215-2_2013-03-01T22_10_07_4438_crop085,,Primnoidae,,,,,
PS81_215_0035__PS81_215-2_2013-03-01T22_49_05_4521_crop028,,Primnoidae,,,,,
PS81_215_0036__PS81_215-2_2013-03-01T23_45_26_4633_crop032,,Primnoidae,,,,,
PS81_215_0038__PS81_215-2_2013-03-01T23_12_02_4566_crop042,,Primnoidae,,,,,
PS81_225_0001__PS81_225-6_2013-03-04T15_57_23_6361_crop058,,Primnoidae,,,,,
PS81_225_0001__PS81_225-6_2013-03-04T15_57_23_6361_crop095,,Primnoidae,,,,,
PS81_231_0009__PS81_231-2_2013-03-06T00_10_29_6623_crop104,,Primnoidae,,,,,
PS81_251_0039__PS81_251-1_2013-03-12T22_33_07_9585_crop017,,Primnoidae,,,,,
PS96_001_0004__PS96_001-4_2015-12-23_3439_crop107,,Primnoidae,,,,,
PS96_001_0006__PS96_001-4_2015-12-23_3583_crop085,,Primnoidae,,,,,
PS96_001_0006__PS96_001-4_2015-12-23_3583_crop097,,Primnoidae,,,,,
PS96_001_0008__PS96_001-4_2015-12-23_3535_crop033,,Primnoidae,,,,,
PS96_001_0008__PS96_001-4_2015-12-23_3535_crop080,,Primnoidae,,,,,
PS96_001_0011__PS96_001-4_2015-12-23_3502_crop071,,Uncertain,,,,,
PS96_001_0016__PS96_001-4_2015-12-23_3476_crop069,,Primnoidae,,,,,
PS96_007_0024__PS96_007-1_2015-12-29_3644_crop008,,Primnoidae,,,,,
PS96_010_0006__PS96_010-3_2016-01-01_4274_crop043,,Primnoidae,,,,,
PS96_010_0012__PS96_010-3_2016-01-01_4140_crop046,,Primnoidae,,,,,
PS96_010_0012__PS96_010-3_2016-01-01_4140_crop076,,Primnoidae,,,,,
PS96_010_0016__PS96_010-3_2016-01-01_4128_crop009,,Primnoidae,,,,,
PS96_010_0016__PS96_010-3_2016-01-01_4128_crop037,,Primnoidae,,,,,
PS96_010_0024__PS96_010-3_2016-01-01_4345_crop027,,Primnoidae,,,,,
PS96_057_0001__PS96_057-3_2016-01-21_0978_crop071,,Primnoisis sp.?,,,,,
PS96_057_0002__PS96_057-3_2016-01-21_0956_crop060,,Primnoisis sp.?,,,,,
PS96_057_0006__PS96_057-3_2016-01-21_1024_crop012,,Primnoidae,,,,,
PS96_057_0006__PS96_057-3_2016-01-21_1024_crop030,,Primnoidae,,,,,
PS96_057_0007__PS96_057-3_2016-01-21_1042_crop080,,Primnoidae,,,,,
PS96_057_0009__PS96_057-3_2016-01-21_1049_crop057,,Primnoidae,,,,,
PS96_061_0017__PS96_061-1_2016-01-21_1188_crop018,,Primnoidae,,,,,
PS96_061_0017__PS96_061-1_2016-01-21_1188_crop103,,Primnoidae,,,,,
PS96_090_0006__PS96_090-4_2016-01-29_1565_crop088,,Primnoidae,,,,,
PS96_090_0015__PS96_090-4_2016-01-29_1544_crop002,,Primnoidae,,,,,
PS96_090_0015__PS96_090-4_2016-01-29_1544_crop054,,Primnoidae,,,,,
PS96_090_0016__PS96_090-4_2016-01-29_1628_crop079,,Primnoidae,,,,,
PS96_090_0018__PS96_090-4_2016-01-29_1737_crop050,,Primnoidae,,,,,
PS96_090_0019__PS96_090-4_2016-01-29_1577_crop093,,Primnoidae,,,,,
PS96_090_0019__PS96_090-4_2016-01-29_1577_crop094,,Primnoidae,,,,,
PS96_090_0022__PS96_090-4_2016-01-29_1597_crop041,,Primnoidae,,,,,
PS96_106_0003__PS96_106-2_2016-01-31_0100_crop054,,Primnoidae,,,,,
PS96_106_0011__PS96_106-2_2016-01-31_0076_crop029,,Primnoidae,,,,,
tan0802_025_0003__tan0802_025_0143_crop013,,Primnoidae,,,,,
tan0802_025_0004__tan0802_025_0078_crop043,,Primnoidae,,,,,
tan0802_025_0004__tan0802_025_0078_crop086,,Primnoidae,,,,,
tan0802_025_0004__tan0802_025_0078_crop108,,Primnoidae,,,,,
tan0802_025_0005__tan0802_025_0200_crop024,,Primnoidae,,,,,
tan0802_025_0007__tan0802_025_0172_crop011,,Primnoidae,,,,,
tan0802_025_0007__tan0802_025_0172_crop065,,Primnoidae,,,,,
tan0802_025_0007__tan0802_025_0172_crop095,,Primnoidae,,,,,
tan0802_025_0008__tan0802_025_0107_crop103,,Primnoidae,,,,,
tan0802_025_0009__tan0802_025_0230_crop054,,Primnoidae,,,,,
tan0802_025_0010__tan0802_025_0025_crop061,,Primnoidae,,,,,
tan0802_025_0011__tan0802_025_0157_crop002,,Primnoidae,,,,,
tan0802_065_0002__tan0802_065_0008_crop054,,Primnoidae,,,,,
tan0802_069_0004__tan0802_069_0079_crop056,,Primnoidae,,,,,
tan0802_080_0008__tan0802_080_0090_crop083,,Primnoidae,,,,,
tan0802_080_0008__tan0802_080_0090_crop094,,Primnoidae,,,,,
tan0802_080_0010__tan0802_080_0024_crop033,,Primnoidae,,,,,
tan0802_093_0007__tan0802_093_0165_crop021,,Primnoidae,,,,,
tan0802_150_0011__tan0802_150_0133_crop096,,Primnoidae,,,,,
TAN1802_102_0006__TAN1802_Stn_102_044_crop058,,Primnoidae,,,,,
TAN1802_180_0004__TAN1802_Stn_180_072_crop013,,Primnoidae,,,,,
TAN1802_185_0004__TAN1802_Stn_185_078_crop102,,Primnoidae,,,,,
TAN1802_195_0006__TAN1802_Stn_195_050_crop083,,Primnoidae,,,,,
TAN1802_197_0005__TAN1802_Stn_197_100_crop014,,Primnoidae,,,,,
TAN1802_208_0003__TAN1802_Stn_208_135_crop014,,Primnoidae,,,,,
TAN1802_208_0011__TAN1802_Stn_208_151_crop029,,Primnoidae,,,,,
tan1901_127_0008__tan1901_127_119_crop003,,Primnoidae,,,,,
tan1901_127_0010__tan1901_127_041_crop046,,Primnoidae,,,,,
tan1901_155_0005__tan1901_155_204_crop059,,Primnoidae,,,,,
tan1901_157_0005__tan1901_157_212_crop045,,Primnoidae,,,,,
tan1901_157_0005__tan1901_157_212_crop072,,Primnoidae,,,,,
tan1901_157_0010__tan1901_157_043_crop012,,Primnoidae,,,,,
tan1901_157_0010__tan1901_157_043_crop015,,Primnoidae,,,,,
tan1901_157_0010__tan1901_157_043_crop043,,Primnoidae,,,,,
tan1901_157_0010__tan1901_157_043_crop079,,Primnoidae,,,,,
tan1901_157_0012__tan1901_157_113_crop013,,Primnoidae,,,,,
tan1901_157_0014__tan1901_157_083_crop012,,Primnoidae,,,,,
tan1901_157_0014__tan1901_157_083_crop032,,Primnoidae,,,,,
tan1901_157_0014__tan1901_157_083_crop070,,Primnoidae,,,,,
tan1901_164_0004__tan1901_164_088_crop038,,Primnoidae,,,,,
tan1901_164_0005__tan1901_164_205_crop091,,Primnoidae,,,,,
tan1901_164_0010__tan1901_164_032_crop088,,Primnoidae,,,,,
AA2011_CTD75_CAM28_0001__IMG_0516_crop030,,"Uncertain, could be Hydrozoan on the coral",,,,,
NBP1402_Transect35_0006__yoyo35_DSC0029_crop036,,Primnoidae,,,,,
PS118_08_0009__TIMER_2019_03_11_at_13_02_22_IMG_0374_crop081,,Primnoidae,,,,,
PS118_08_0046__TIMER_2019_03_11_at_12_48_38_IMG_0294_crop060,,Primnoidae,,,,,
PS118_11_0001__TIMER_2019_03_13_at_21_15_35_IMG_0056_crop002,,Primnoidae,,,,,
PS118_11_0001__TIMER_2019_03_13_at_21_15_35_IMG_0056_crop003,,Primnoidae,,,,,
PS118_11_0001__TIMER_2019_03_13_at_21_15_35_IMG_0056_crop006,,Primnoidae,,,,,
PS118_11_0001__TIMER_2019_03_13_at_21_15_35_IMG_0056_crop014,,Primnoidae,,,,,
PS118_11_0001__TIMER_2019_03_13_at_21_15_35_IMG_0056_crop038,,Primnoidae,,,,,
PS118_11_0001__TIMER_2019_03_13_at_21_15_35_IMG_0056_crop058,,Primnoidae,,,,,
PS118_11_0001__TIMER_2019_03_13_at_21_15_35_IMG_0056_crop084,,Primnoidae,,,,,
PS18_220_0001__PS18_220-1_036_crop080,,Nephtheidae,,,,,
PS81_161_0031__PS81_161-1_2013-02-09T22_44_29_6909_crop051,,Primnoidae,,,,,
PS81_163_0016__PS81_163-2_2013-02-10T22_52_21_7764_crop056,,Primnoidae,,,,,
PS81_163_0016__PS81_163-2_2013-02-10T22_52_21_7764_crop057,,Primnoidae,,,,,
PS81_163_0016__PS81_163-2_2013-02-10T22_52_21_7764_crop068,,Primnoidae,,,,,
PS81_163_0026__PS81_163-2_2013-02-10T21_50_11_7631_crop028,,Primnoidae,,,,,
PS81_188_0032__PS81_188-1_2013-02-20T08_35_41_9882_crop006,,Primnoidae,,,,,
PS81_199_0024__PS81_199-1_2013-02-26T17_29_20_3247_crop065,,Primnoidae,,,,,
PS81_199_0039__PS81_199-1_2013-02-26T18_14_21_3342_crop039,,Primnoidae,,,,,
PS81_215_0005__PS81_215-2_2013-03-01T23_50_58_4643_crop047,,Primnoidae,,,,,
PS81_225_0016__PS81_225-6_2013-03-04T15_12_55_6255_crop094,,Primnoidae,,,,,
PS81_237_0005__PS81_237-2_2013-03-08T10_37_07_7462_crop022,,Nephtheidae,,,,,
PS81_237_0005__PS81_237-2_2013-03-08T10_37_07_7462_crop034,,Nephtheidae,,,,,
PS81_237_0037__PS81_237-2_2013-03-08T10_31_30_7448_crop065,,Nephtheidae,,,,,
PS81_244_0020__PS81_244-1_2013-03-10T09_48_02_7764_crop019,,Primnoidae,,,,,
PS81_244_0035__PS81_244-1_2013-03-10T10_32_24_7862_crop024,,Holothuroidea,,,,,
PS81_249_0019__PS81_249-1_2013-03-12T08_41_50_8980_crop058,,Nephtheidae,,,,,
PS96_010_0016__PS96_010-3_2016-01-01_4128_crop041,,Primnoidae,,,,,
PS96_010_0016__PS96_010-3_2016-01-01_4128_crop042,,Primnoidae,,,,,
PS96_037_0009__PS96_037-3_2016-01-16_0665_crop022,,Primnoidae,,,,,
tan0802_093_0008__tan0802_093_0110_crop016,,Primnoidae,,,,,
TAN1802_208_0002__TAN1802_Stn_208_014_crop070,,Primnoidae,,,,,
tan1901_127_0001__tan1901_127_242_crop030,,Alcyoniidae,,,,,
AA2011_CTD75_CAM28_0001__IMG_0516_crop066,,Anthomastus sp. ,,,,,
CRS_1324_0007__DSC_0118-01_crop008,,Anthomastus sp. ,,,,,
JR17003_027_0002__EV_27_P12A20180304095147_crop038,,Anthomastus sp. ,,,,,
JR17003_028_0001__EV_28_P20A20180304124130_crop066,,Anthomastus sp. ,,,,,
LMG1311_2_0004__DSC0058_crop078,,Anthomastus sp. ,,,,,
LMG1311_2_0013__DSC0063_crop070,,Anthomastus sp. ,,,,,
LMG1311_2_0013__DSC0063_crop100,,Anthomastus sp. ,,,,,
LMG1311_3_0001__DSC0237_crop007,,Anthomastus sp. ,,,,,
LMG1311_3_0014__DSC0222_crop046,,Anthomastus sp. ,,,,,
LMG1311_3_0017__DSC0228_crop043,,Anthomastus sp. ,,,,,
LMG1311_3_0035__DSC0203_crop032,,Anthomastus sp. ,,,,,
LMG1311_3_0036__DSC0283_crop014,,Anthomastus sp. ,,,,,
LMG1311_3_0036__DSC0283_crop045,,Anthomastus sp. ,,,,,
NBP1502_BC1_0011__DSC0108_crop102,,Anthomastus sp. ,,,,,
NBP1502_KC5_0023__DSC0405_crop022,,Anthomastus sp. ,,,,,
NBP1502_KC5_0026__DSC0149_crop084,,Anthomastus sp. ,,,,,
PS118_39_0052__TIMER_2019_03_24_at_02_00_43_IMG_1492_crop068,,Anthomastus sp. ,,,,,
PS118_39_0143__TIMER_2019_03_24_at_07_05_09_IMG_2696_crop088,,Uncertain,,,,,
PS118_69_0024__TIMER_2019_03_31_at_13_43_34_IMG_0907_crop056,,Anthomastus sp. ,,,,,
PS118_69_0026__TIMER_2019_03_31_at_11_50_26_IMG_0448_crop002,,Anthomastus sp. ,,,,,
PS118_69_0033__TIMER_2019_03_31_at_12_07_49_IMG_0516_crop070,,Anthomastus sp. ,,,,,
PS118_69_0042__TIMER_2019_03_31_at_12_57_10_IMG_0713_crop097,,Anthomastus sp. ,,,,,
PS14_285_0005__PS14_285_0555_crop105,,Anthomastus sp. ,,,,,
PS81_160_0016__PS81_160-1_2013-02-08T17_46_15_6533_crop083,,Uncertain,,,,,
PS81_160_0020__PS81_160-1_2013-02-08T17_22_39_6485_crop051,,Anthomastus sp. ,,,,,
PS81_199_0003__PS81_199-1_2013-02-26T17_45_25_3281_crop068,,Anthomastus sp. ,,,,,
PS81_199_0029__PS81_199-1_2013-02-26T19_13_51_3470_crop057,,Anthomastus sp. ,,,,,
PS81_237_0008__PS81_237-2_2013-03-08T09_06_12_7264_crop016,,Anthomastus sp. ,,,,,
PS81_237_0012__PS81_237-2_2013-03-08T08_52_37_7236_crop046,,Anthomastus sp. ,,,,,
PS81_237_0024__PS81_237-2_2013-03-08T09_12_32_7276_crop003,,Anthomastus sp. ,,,,,
PS81_237_0024__PS81_237-2_2013-03-08T09_12_32_7276_crop019,,Anthomastus sp. ,,,,,
PS81_251_0001__PS81_251-1_2013-03-12T22_58_34_9628_crop062,,Anthomastus sp. ,,,,,
PS81_251_0002__PS81_251-1_2013-03-12T19_20_25_9224_crop040,,Anthomastus sp. ,,,,,
PS81_251_0002__PS81_251-1_2013-03-12T19_20_25_9224_crop047,,Anthomastus sp. ,,,,,
PS81_251_0004__PS81_251-1_2013-03-12T20_11_06_9326_crop019,,Anthomastus sp. ,,,,,
PS81_251_0004__PS81_251-1_2013-03-12T20_11_06_9326_crop031,,Anthomastus sp. ,,,,,
PS81_251_0004__PS81_251-1_2013-03-12T20_11_06_9326_crop045,,Anthomastus sp. ,,,,,
PS81_251_0004__PS81_251-1_2013-03-12T20_11_06_9326_crop057,,Anthomastus sp. ,,,,,
PS81_251_0006__PS81_251-1_2013-03-12T19_45_35_9282_crop091,,Anthomastus sp. ,,,,,
PS81_251_0011__PS81_251-1_2013-03-12T21_28_03_9460_crop062,,Anthomastus sp. ,,,,,
PS81_251_0015__PS81_251-1_2013-03-12T21_56_47_9514_crop098,,Anthomastus sp. ,,,,,
PS81_251_0016__PS81_251-1_2013-03-12T20_59_06_9402_crop003,,Anthomastus sp. ,,,,,
PS81_251_0016__PS81_251-1_2013-03-12T20_59_06_9402_crop038,,Anthomastus sp. ,,,,,
PS81_251_0018__PS81_251-1_2013-03-12T19_26_28_9233_crop002,,Anthomastus sp. ,,,,,
PS81_251_0018__PS81_251-1_2013-03-12T19_26_28_9233_crop003,,Anthomastus sp. ,,,,,
PS81_251_0022__PS81_251-1_2013-03-12T19_49_12_9286_crop093,,Anthomastus sp. ,,,,,
PS81_251_0022__PS81_251-1_2013-03-12T19_49_12_9286_crop105,,Anthomastus sp. ,,,,,
PS81_251_0035__PS81_251-1_2013-03-12T21_05_00_9416_crop030,,Anthomastus sp. ,,,,,
PS81_251_0035__PS81_251-1_2013-03-12T21_05_00_9416_crop031,,Anthomastus sp. ,,,,,
PS81_251_0037__PS81_251-1_2013-03-12T19_40_16_9267_crop074,,Anthomastus sp. ,,,,,
PS81_251_0039__PS81_251-1_2013-03-12T22_33_07_9585_crop066,,Anthomastus sp. ,,,,,
PS81_251_0042__PS81_251-1_2013-03-12T19_49_44_9287_crop099,,Anthomastus sp. ,,,,,
TAN1802_179_0009__TAN1802_179_224_crop029,,Anthomastus sp. ,,,,,
TAN1802_179_0009__TAN1802_179_224_crop036,,Anthomastus sp. ,,,,,
TAN1802_180_0003__TAN1802_Stn_180_123_crop066,,Anthomastus sp. ,,,,,
TAN1802_180_0003__TAN1802_Stn_180_123_crop070,,Anthomastus sp. ,,,,,
TAN1802_180_0003__TAN1802_Stn_180_123_crop079,,Anthomastus sp. ,,,,,
TAN1802_180_0007__TAN1802_Stn_180_150_crop082,,Anthomastus sp. ,,,,,
TAN1802_180_0007__TAN1802_Stn_180_150_crop083,,Anthomastus sp. ,,,,,
TAN1802_184_0002__TAN1802_Stn_184_009_crop001,,Anthomastus sp. ,,,,,
TAN1802_184_0002__TAN1802_Stn_184_009_crop065,,Anthomastus sp. ,,,,,
TAN1802_184_0002__TAN1802_Stn_184_009_crop077,,Anthomastus sp. ,,,,,
TAN1802_184_0002__TAN1802_Stn_184_009_crop078,,Anthomastus sp. ,,,,,
TAN1802_184_0006__TAN1802_Stn_184_035_crop020,,Anthomastus sp. ,,,,,
TAN1802_184_0006__TAN1802_Stn_184_035_crop079,,Anthomastus sp. ,,,,,
TAN1802_184_0008__TAN1802_Stn_184_087_crop010,,Anthomastus sp. ,,,,,
TAN1802_184_0008__TAN1802_Stn_184_087_crop022,,Anthomastus sp. ,,,,,
TAN1802_184_0008__TAN1802_Stn_184_087_crop036,,Anthomastus sp. ,,,,,
TAN1802_184_0008__TAN1802_Stn_184_087_crop045,,Anthomastus sp. ,,,,,
TAN1802_184_0008__TAN1802_Stn_184_087_crop063,,Anthomastus sp. ,,,,,
TAN1802_184_0008__TAN1802_Stn_184_087_crop067,,Anthomastus sp. ,,,,,
TAN1802_184_0008__TAN1802_Stn_184_087_crop069,,Anthomastus sp. ,,,,,
TAN1802_184_0008__TAN1802_Stn_184_087_crop090,,Anthomastus sp. ,,,,,
TAN1802_185_0004__TAN1802_Stn_185_078_crop066,,Anthomastus sp. ,,,,,
TAN1802_185_0004__TAN1802_Stn_185_078_crop068,,Anthomastus sp. ,,,,,
TAN1802_185_0004__TAN1802_Stn_185_078_crop094,,Anthomastus sp. ,,,,,
TAN1802_191_0006__TAN1802_Stn_191_051_crop047,,Anthomastus sp. ,,,,,
TAN1802_193_0002__TAN1802_Stn_193_017_crop004,,Anthomastus sp. ,,,,,
TAN1802_193_0003__TAN1802_Stn_193_143_crop002,,Anthomastus sp. ,,,,,
TAN1802_195_0003__TAN1802_Stn_195_133_crop011,,Anthomastus sp. ,,,,,
TAN1802_195_0003__TAN1802_Stn_195_133_crop041,,Anthomastus sp. ,,,,,
TAN1802_195_0003__TAN1802_Stn_195_133_crop091,,Anthomastus sp. ,,,,,
TAN1802_195_0006__TAN1802_Stn_195_050_crop094,,Anthomastus sp. ,,,,,
TAN1802_195_0007__TAN1802_Stn_195_161_crop021,,Anthomastus sp. ,,,,,
TAN1802_195_0011__TAN1802_Stn_195_147_crop015,,Anthomastus sp. ,,,,,
TAN1802_195_0011__TAN1802_Stn_195_147_crop045,,Anthomastus sp. ,,,,,
TAN1802_195_0011__TAN1802_Stn_195_147_crop046,,Anthomastus sp. ,,,,,
TAN1802_195_0011__TAN1802_Stn_195_147_crop058,,Anthomastus sp. ,,,,,
TAN1802_195_0011__TAN1802_Stn_195_147_crop101,,Anthomastus sp. ,,,,,
TAN1802_196_0001__TAN1802_Stn_196_244_crop011,,Anthomastus sp. ,,,,,
TAN1802_207_0010__TAN1802_Stn_207_026_crop021,,Anthomastus sp. ,,,,,
TAN1802_207_0010__TAN1802_Stn_207_026_crop032,,Anthomastus sp. ,,,,,
TAN1802_207_0010__TAN1802_Stn_207_026_crop033,,Anthomastus sp. ,,,,,
TAN1802_207_0010__TAN1802_Stn_207_026_crop045,,Anthomastus sp. ,,,,,
